code,num
C1003,183.568764440229
C1006,274.299894318124
C1016,677.010454461503
C1019,296.035509800239
C1030,13.1638324895075
C1038,260.613082836482
C1040,407.24504578417
C1060,581.354814947684
C1064,719.045448450011
C1071,528.083348619469
C1072,711.467869828515
C1083,372.757962245365
C1105,877.838927139121
C1128,1150.82806974214
C1135,247.410955490502
C1147,735.743234432479
C1149,596.375525245505
C1152,931.873235912961
C1158,282.754054713044
C1166,341.494466404804
C1189,244.790527760851
C1215,519.139746764485
C1216,307.467554855048
C1225,237.166772179295
C1229,400.998718971218
C1239,395.262452619781
C1250,986.515319139391
C1253,831.701618712702
C1266,464.934870031518
C1267,318.528287640183
C1282,609.134182373488
C1289,329.486549297594
C1294,607.051765199822
C1297,584.469113560034
C1311,187.949716641811
C1318,233.927739838526
C1323,528.745406550908
C1327,38.9225393104974
C1332,1056.96607693344
C1349,288.443127255667
C1377,321.95260089638
C1392,650.923577743747
C1414,437.430486735184
C1416,839.741796594429
C1456,436.802935362161
C1457,518.839017813135
C1472,410.715062377075
C1474,104.815907373684
C1494,1022.45135341483
C1495,883.902249735226
C1496,802.810223514862
C1521,1111.03471700855
C1525,1095.21478208579
C1563,1543.48031489677
C1564,351.418162686744
C1570,855.117372308324
C1593,236.463555141675
C1602,368.347837752043
C1603,508.855525240191
C1604,373.82815410633
C1617,892.621295158672
C1621,550.442506585319
C1623,329.651227764131
C1629,224.457005117795
C1633,191.507051111125
C1637,507.801580041856
C1640,519.433199347127
C1683,196.06170525843
C1692,1083.49195937567
C1708,309.216591607286
C1712,659.549155486538
C1721,600.45733758526
C1729,164.970648816653
C1741,476.555053422324
C1749,512.35432974326
C1772,575.378500404163
C1782,416.688642941378
C1794,956.249595279431
C1812,112.033213954949
C1826,258.621400938093
C1827,403.162362654017
C1830,789.267578657777
C1835,845.157289605301
C1840,515.98121261319
C1841,49.1107766073109
C1844,488.35626887122
C1849,614.694772019036
C1852,868.385557497889
C1855,323.518085898795
C1887,677.960014231933
C1902,812.161763314528
C2028,1195.43048389377
C2033,193.172614869792
C2039,936.332552117412
C2043,174.859966484793
C2072,237.844921241186
C2076,909.429534033659
C2091,92.537957774808
C2112,401.390806406055
C2113,557.154114931923
C2128,313.95938761241
C2131,486.205239914229
C2144,444.860393906706
C2152,27.2354263057
C2174,353.977272141261
C2175,833.018280419443
C2177,142.848184527395
C2189,266.724087989076
C2215,430.563912596594
C2222,415.824068297694
C2224,707.024021040615
C2253,162.485911778817
C2267,948.429819170189
C2268,379.173670135101
C2269,560.774222378093
C2292,1009.04343243021
C2295,486.12104619864
C2303,1400.20586116309
C2318,200.413826244353
C2323,647.55251249618
C2335,283.679161146907
C2363,348.459163566524
C2369,547.442424788569
C2374,347.45444539098
C2397,557.600418064214
C2404,81.3235509057258
C2411,693.918012457869
C2417,383.861302430562
C2423,203.966703879175
C2430,625.601543111296
C2436,627.492809413881
C2451,600.305491940518
C2456,253.273227860816
C2473,1117.90441216653
C2497,703.822207759653
C2523,316.968395283765
C2535,440.695235706923
C2547,484.613479155848
C2551,772.999459853785
C2555,1244.95333187915
C2557,691.972074294957
C2600,441.562508536158
C2602,264.128358734813
C2608,1086.20432060993
C2646,567.719440706531
C2653,904.220701557122
C2675,890.017662806716
C2676,308.011768634724
C2688,78.6542107333668
C2691,1188.80243251195
