code,num
C1003,151.052132469364
C1006,189.524887098226
C1016,610.092783354365
C1019,309.226084264993
C1030,80.9130177080401
C1038,217.294596395547
C1040,360.813604105245
C1060,533.276623157226
C1064,753.323510329638
C1071,552.15572027783
C1072,660.09795424056
C1083,366.095343929979
C1105,893.724805672213
C1128,1233.21012088634
C1135,271.523123886461
C1147,685.68845453002
C1149,518.724157324402
C1152,988.924057186847
C1158,320.35097129068
C1166,382.295215661043
C1189,238.281590928479
C1215,566.250213075449
C1216,321.985076175805
C1225,285.310332325166
C1229,246.889517138059
C1239,387.282798731976
C1250,915.452468733367
C1253,842.912860333567
C1266,396.212854052375
C1267,272.584345375753
C1282,551.549933669304
C1289,300.780489108245
C1294,580.102763659626
C1297,521.022001248781
C1311,172.487140628827
C1318,213.947902562008
C1323,457.219330612658
C1327,75.6632617195562
C1332,1137.71816193645
C1349,251.845893451658
C1377,313.103835850634
C1392,664.574712777371
C1414,350.210753562441
C1416,825.697720649179
C1456,393.693915613168
C1457,436.188589825638
C1472,379.703034786593
C1474,150.503456633448
C1494,1028.51815694329
C1495,909.187108100748
C1496,823.566247368679
C1521,1184.64839769501
C1525,1174.13606668058
C1563,1978.2727375321
C1564,384.826530440144
C1570,949.00833882518
C1593,277.961258368627
C1602,401.097645924506
C1603,494.689607025742
C1604,366.142546646459
C1617,837.019999336369
C1621,520.614884060816
C1623,371.481547515531
C1629,279.330322254236
C1633,230.209623933843
C1637,471.509873072706
C1640,479.091966267085
C1683,182.626413265049
C1692,1186.26316136448
C1708,317.276839175943
C1712,647.150410975558
C1721,560.051020851761
C1729,168.760871597008
C1741,435.71339854334
C1749,383.958867675917
C1772,449.350610708547
C1782,434.574613161267
C1794,1058.05839642761
C1812,86.9167145908658
C1826,295.802083134037
C1827,416.768466632789
C1830,762.028117655499
C1835,830.573088295346
C1840,468.596245775545
C1841,115.416644867291
C1844,477.976272969085
C1849,554.633191990269
C1852,850.596397808923
C1855,331.344914644568
C1887,714.757862972298
C1902,800.678589524723
C2028,1180.69618430633
C2033,132.242089059183
C2039,948.844185939898
C2043,148.230249693712
C2072,252.193239120279
C2076,1024.76688278224
C2091,141.064215168769
C2112,375.585693263226
C2113,527.372542580663
C2128,324.554621312083
C2131,660.426531706855
C2144,469.248251280066
C2152,84.6508093574467
C2174,260.249669942713
C2175,812.379962609414
C2177,127.039042639803
C2189,259.684755396115
C2215,448.923374396654
C2222,426.917570568383
C2224,659.000045043215
C2253,151.495057526017
C2267,962.757757500802
C2268,290.98034575522
C2269,525.244225248775
C2292,730.099636850191
C2295,507.804444163559
C2303,1448.11209847907
C2318,236.545003239607
C2323,583.733832709464
C2335,95.4593594938762
C2363,265.83759172894
C2369,511.284009839319
C2374,331.281929583944
C2397,536.776896948128
C2404,124.086920815075
C2411,675.553968931305
C2417,334.530898337901
C2423,257.828928989644
C2430,1018.71335414246
C2436,529.099313899925
C2451,609.058281342291
C2456,263.170642294432
C2473,1038.94262426882
C2497,646.575411957853
C2523,335.299505490916
C2535,394.314648978111
C2547,442.13862030722
C2551,519.648384486937
C2555,1372.50764605741
C2557,669.987221091288
C2600,416.636673043707
C2602,280.048923572635
C2608,1034.82463630914
C2646,523.292322126835
C2653,849.491966494103
C2675,570.16958069902
C2676,242.436563466743
C2688,128.778007145574
C2691,1163.28080338291
